EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,Attrition
1264,37,Sales,Sales Manager,90102,6,No
1265,44,IT,Data Analyst,84362,13,No
1266,43,HR,Recruiter,113795,8,No
1267,29,Sales,Sales Executive,54624,3,No
1268,26,HR,HR Manager,90390,1,No
1269,51,Marketing,Marketing Executive,74786,14,No
1270,39,HR,HR Manager,56639,5,No
1271,23,HR,Recruiter,48316,8,No
1272,49,Marketing,Marketing Executive,110052,6,No
1273,51,Marketing,Marketing Executive,33385,12,Yes
1274,26,HR,HR Manager,116486,11,No
1275,52,HR,Recruiter,113848,15,No
1276,25,Marketing,Marketing Manager,77997,2,No
1277,32,Marketing,Marketing Manager,101776,5,No
1278,42,IT,Developer,86030,5,No
1279,39,IT,IT Manager,44016,14,Yes
1280,22,Finance,Analyst,91720,10,No
1281,23,IT,IT Manager,50689,13,No
1282,30,HR,HR Manager,93745,1,No
1283,31,Marketing,Marketing Executive,61819,3,No
1284,27,Sales,Sales Executive,88032,2,No
1285,42,Operations,Operations Manager,33052,9,No
1286,29,Finance,Finance Manager,45620,13,No
1287,24,Sales,Sales Manager,55523,14,No
1288,23,IT,Developer,112357,10,No
1289,46,HR,Recruiter,93370,7,No
1290,42,Marketing,Marketing Executive,103927,2,No
1291,41,Marketing,Marketing Manager,97847,9,No
1292,50,HR,HR Manager,91192,14,No
1293,37,HR,HR Manager,107603,3,Yes
1294,28,Marketing,Marketing Manager,92888,7,Yes
1295,52,Operations,Operations Manager,60733,4,No
1296,48,Sales,Sales Executive,83463,12,Yes
1297,49,IT,Developer,57867,7,No
1298,28,Marketing,Marketing Manager,42963,8,Yes
1299,46,Operations,Operations Manager,109732,10,No
1300,46,HR,Recruiter,108972,2,No
1301,23,HR,Recruiter,108929,6,No
1302,41,Operations,Operations Executive,116551,15,No
1303,22,Sales,Sales Executive,59299,12,No
1304,32,IT,Data Analyst,100871,5,No
1305,34,Marketing,Marketing Manager,89840,7,Yes
1306,38,IT,IT Manager,96830,8,No
1307,47,Sales,Sales Executive,91554,3,No
1308,31,IT,Developer,47482,1,No
1309,44,Sales,Sales Manager,44650,6,No
1310,54,Sales,Sales Manager,117908,15,No
1311,28,Sales,Sales Executive,42191,3,No
1312,53,Marketing,Marketing Manager,35147,12,No
1313,46,IT,Data Analyst,88959,9,No
1314,43,Marketing,Marketing Manager,50183,10,No
1315,25,Marketing,Marketing Executive,40931,4,Yes
1316,43,Sales,Sales Manager,31044,3,No
1317,47,Marketing,Marketing Manager,31620,0,No
1318,52,IT,Developer,101629,0,Yes
1319,35,Finance,Finance Manager,53610,0,No
1320,41,HR,HR Manager,31537,2,No
1321,39,IT,Developer,119743,3,No
1322,33,Operations,Operations Executive,60562,4,No
1323,31,HR,Recruiter,57818,0,No
1324,54,HR,HR Manager,99603,3,No
1325,50,Operations,Operations Executive,98045,8,No
1326,36,HR,HR Manager,99468,3,No
1327,37,Sales,Sales Executive,30074,13,No
1328,39,HR,Recruiter,61673,14,Yes
1329,34,Sales,Sales Executive,45043,6,No
1330,29,Finance,Finance Manager,59483,1,No
1331,52,Operations,Operations Executive,67420,8,Yes
1332,24,Sales,Sales Manager,64929,11,No
1333,51,HR,HR Manager,36041,1,No
1334,46,Operations,Operations Manager,74722,12,No
1335,44,IT,IT Manager,88760,1,Yes
1336,52,Sales,Sales Manager,111899,14,No
1337,26,HR,HR Manager,80281,11,No
1338,46,IT,IT Manager,70097,4,No
1339,24,Operations,Operations Manager,67260,2,No
1340,27,Operations,Operations Manager,47194,11,No
1341,23,HR,Recruiter,106298,6,No
1342,43,HR,HR Manager,91108,10,No
1343,51,IT,IT Manager,39479,1,Yes
1344,41,Sales,Sales Executive,116296,2,No
1345,48,IT,IT Manager,91991,15,No
1346,50,Operations,Operations Executive,107990,11,No
1347,40,IT,Developer,104094,15,No
1348,33,HR,Recruiter,51575,4,No
1349,47,Marketing,Marketing Executive,58804,5,No
1350,44,Finance,Analyst,117904,10,No
1351,47,Marketing,Marketing Manager,65983,12,No
1352,22,HR,Recruiter,91313,0,No
1353,45,HR,Recruiter,116673,10,No
1354,38,Finance,Finance Manager,64550,13,No
1355,43,Operations,Operations Manager,45605,5,No
1356,35,Finance,Analyst,39493,2,Yes
1357,34,HR,HR Manager,52760,9,No
1358,36,IT,Developer,65891,1,No
1359,55,HR,HR Manager,100434,5,No
1360,27,HR,Recruiter,45791,15,No
1361,30,IT,Data Analyst,76451,11,No
1362,51,IT,Developer,76531,4,No
1363,50,Finance,Analyst,86017,11,Yes
1364,37,HR,HR Manager,61663,7,No
1365,50,Finance,Analyst,92370,15,No
1366,37,Finance,Analyst,43503,15,No
1367,44,HR,Recruiter,89557,14,No
1368,24,HR,HR Manager,88701,15,No
1369,24,Sales,Sales Executive,110729,1,No
1370,22,Marketing,Marketing Executive,67146,9,Yes
1371,49,Finance,Finance Manager,74460,0,No
1372,24,HR,Recruiter,46459,6,No
1373,44,Operations,Operations Manager,49613,4,No
1374,48,IT,Developer,59680,1,No
1375,51,Sales,Sales Executive,35796,2,No
1376,23,IT,IT Manager,66839,8,Yes
1377,42,HR,HR Manager,55988,3,No
1378,41,Marketing,Marketing Manager,105761,8,No
1379,24,HR,Recruiter,40976,0,Yes
1380,33,Marketing,Marketing Executive,119647,8,Yes
1381,26,IT,Data Analyst,32017,5,No
1382,24,Sales,Sales Executive,111787,4,No
1383,54,Marketing,Marketing Manager,65031,1,No
1384,33,HR,Recruiter,118780,12,Yes
1385,53,Sales,Sales Manager,78893,7,Yes
1386,44,Finance,Analyst,40929,12,No
1387,26,HR,HR Manager,111103,8,No
1388,39,HR,HR Manager,109622,3,No
1389,37,Finance,Analyst,39215,9,No
1390,36,Marketing,Marketing Manager,55008,0,No
1391,38,Sales,Sales Executive,89789,12,No
1392,34,IT,Developer,98049,6,No
1393,39,Sales,Sales Executive,80248,0,No
1394,40,Operations,Operations Executive,71954,7,No
1395,25,Finance,Analyst,92665,7,No
1396,51,IT,Data Analyst,115374,0,Yes
1397,37,IT,Data Analyst,96983,13,No
1398,38,Sales,Sales Executive,105039,8,No
1399,23,IT,Developer,58251,4,Yes
1400,54,IT,Data Analyst,119654,0,No
1401,36,Marketing,Marketing Manager,45385,8,Yes
1402,52,Operations,Operations Executive,79111,10,No
1403,38,HR,Recruiter,79037,7,No
1404,45,HR,Recruiter,74140,14,No
1405,53,Sales,Sales Executive,86947,1,Yes
1406,30,Marketing,Marketing Manager,118290,15,Yes
1407,43,Operations,Operations Manager,82066,10,No
1408,51,Sales,Sales Manager,108422,2,Yes
1409,36,IT,Developer,113569,10,Yes
1410,36,HR,Recruiter,89635,3,No
1411,47,Operations,Operations Executive,73890,10,No
1412,29,HR,HR Manager,105164,10,No
1413,35,Operations,Operations Manager,69029,9,No
1414,33,IT,IT Manager,76157,7,Yes
1415,31,Sales,Sales Executive,41434,14,Yes
1416,53,Operations,Operations Executive,92257,6,No
1417,35,Finance,Finance Manager,62376,2,No
1418,39,Marketing,Marketing Manager,119031,2,No
1419,52,Sales,Sales Executive,56849,5,No
1420,23,IT,Developer,30769,14,No
1421,28,Sales,Sales Manager,48653,11,No
1422,53,Operations,Operations Executive,74013,5,No
1423,39,Operations,Operations Executive,106631,4,Yes
1424,36,Operations,Operations Manager,39930,5,Yes
1425,33,Sales,Sales Manager,100968,10,Yes
1426,44,Finance,Analyst,89274,5,No
1427,49,Finance,Analyst,106154,1,No
1428,29,Finance,Finance Manager,114085,12,No
1429,26,Finance,Analyst,63760,0,No
1430,55,HR,HR Manager,49462,14,No
1431,49,Operations,Operations Executive,90926,13,Yes
1432,39,Operations,Operations Manager,80539,15,No
1433,26,Operations,Operations Manager,43163,14,No
1434,40,HR,Recruiter,104991,11,No
1435,28,IT,IT Manager,32413,1,No
1436,39,HR,HR Manager,88408,15,Yes
1437,35,Sales,Sales Manager,95131,8,No
1438,25,IT,Data Analyst,78114,2,No
1439,35,Marketing,Marketing Executive,67792,15,Yes
1440,24,Operations,Operations Manager,43777,10,No
1441,27,Finance,Finance Manager,53290,7,No
1442,23,IT,Data Analyst,87089,12,No
1443,29,HR,Recruiter,117908,5,No
1444,40,Operations,Operations Manager,49935,10,Yes
1445,53,Finance,Analyst,102388,0,No
1446,55,Sales,Sales Manager,97313,6,No
1447,46,Operations,Operations Manager,37490,11,No
1448,55,Operations,Operations Manager,113245,5,No
1449,29,IT,IT Manager,82021,4,No
1450,36,HR,Recruiter,48302,0,No
1451,37,Operations,Operations Manager,106508,8,No
1452,34,Sales,Sales Executive,63172,9,No
1453,34,HR,Recruiter,46448,3,No
1454,31,Operations,Operations Manager,30968,0,No
1455,46,IT,Data Analyst,60936,10,No
1456,47,Finance,Analyst,58365,6,Yes
1457,25,Sales,Sales Manager,86572,13,No
1458,52,IT,Developer,65670,3,No
1459,32,Operations,Operations Executive,111335,0,No
1460,33,IT,IT Manager,86326,15,Yes
1461,47,HR,Recruiter,55032,8,No
1462,46,Marketing,Marketing Executive,86747,0,No
1463,49,Marketing,Marketing Manager,115914,14,Yes
1464,33,Sales,Sales Manager,44692,8,Yes
1465,46,Operations,Operations Executive,113276,6,No
1466,26,Marketing,Marketing Manager,98906,8,No
1467,24,Operations,Operations Manager,75117,12,No
1468,29,HR,Recruiter,47459,10,No
1469,33,Sales,Sales Manager,57885,13,No
1470,50,Finance,Finance Manager,68931,15,Yes
1471,50,IT,Data Analyst,100248,3,Yes
1472,33,Finance,Finance Manager,50982,0,Yes
1473,33,HR,Recruiter,76936,6,No
1474,55,Operations,Operations Manager,56853,7,No
1475,39,Operations,Operations Executive,66495,7,No
1476,43,Operations,Operations Manager,118478,10,No
1477,49,Sales,Sales Manager,63349,10,No
1478,50,Sales,Sales Manager,37213,5,Yes
1479,35,IT,IT Manager,34134,4,No
1480,54,IT,Data Analyst,42062,10,No
1481,28,HR,Recruiter,96425,0,Yes
1482,28,Operations,Operations Manager,74149,8,No
1483,41,IT,Data Analyst,31067,15,No
1484,31,Sales,Sales Executive,45187,15,Yes
1485,44,Finance,Analyst,101327,9,No
1486,55,Operations,Operations Executive,92435,4,No
1487,42,Operations,Operations Manager,116338,1,No
1488,27,IT,IT Manager,116799,7,No
1489,33,Finance,Finance Manager,39964,9,No
1490,42,Sales,Sales Executive,112212,3,No
1491,38,Sales,Sales Executive,57228,13,No
1492,32,HR,Recruiter,98936,11,No
1493,49,Finance,Finance Manager,65256,12,No
1494,45,HR,HR Manager,80255,0,No
1495,50,IT,IT Manager,37869,12,No
1496,55,Sales,Sales Executive,105622,3,Yes
1497,37,HR,HR Manager,72406,12,No
1498,40,Marketing,Marketing Manager,35062,5,No
1499,32,Marketing,Marketing Manager,94471,5,Yes
1500,40,Sales,Sales Executive,46709,10,No
1501,25,HR,HR Manager,47733,0,No
1502,51,Marketing,Marketing Manager,89846,8,Yes
1503,27,Sales,Sales Executive,78137,11,No
1504,41,Sales,Sales Executive,103664,3,No
1505,52,Sales,Sales Manager,91914,0,Yes
1506,47,Marketing,Marketing Manager,67684,0,No
1507,43,Sales,Sales Manager,117700,12,No
1508,41,Sales,Sales Manager,110141,7,No
1509,37,Marketing,Marketing Manager,78877,15,Yes
1510,29,Marketing,Marketing Manager,84615,2,No
1511,36,Sales,Sales Manager,96133,11,No
1512,48,Operations,Operations Manager,94800,4,Yes
1513,35,IT,Developer,119922,14,No
1514,35,Sales,Sales Manager,73019,11,No
1515,42,IT,Developer,111976,6,No
1516,55,IT,Developer,108025,9,Yes
1517,45,Operations,Operations Manager,78075,10,Yes
1518,27,IT,Data Analyst,50800,5,No
1519,46,Sales,Sales Manager,45438,9,Yes
1520,27,Operations,Operations Executive,43026,9,No
1521,33,Operations,Operations Manager,50389,10,No
1522,28,HR,HR Manager,68179,3,No
1523,45,Marketing,Marketing Manager,56751,14,No
1524,23,Sales,Sales Manager,66069,14,No
1525,32,Operations,Operations Executive,95294,12,No
1526,28,HR,Recruiter,51390,1,No
1527,23,Sales,Sales Manager,117911,3,No
1528,51,HR,HR Manager,93620,10,No
1529,23,Sales,Sales Executive,54124,6,No
1530,33,Finance,Analyst,115395,1,No
1531,45,Operations,Operations Executive,115283,4,Yes
1532,34,Finance,Analyst,113151,7,No
1533,23,Operations,Operations Manager,79573,13,No
1534,50,IT,IT Manager,70100,0,Yes
1535,50,HR,Recruiter,85283,9,No
1536,51,Operations,Operations Manager,45775,15,No
1537,22,HR,HR Manager,30055,12,No
1538,51,HR,HR Manager,108199,6,Yes
1539,43,IT,Developer,46493,0,No
1540,40,Finance,Analyst,91607,12,Yes
1541,43,Sales,Sales Manager,79297,11,Yes
1542,40,Sales,Sales Manager,45407,13,No
1543,22,Marketing,Marketing Manager,30370,4,No
1544,38,Operations,Operations Executive,106349,7,Yes
1545,51,Sales,Sales Manager,79390,3,Yes
1546,31,IT,Developer,72487,3,No
1547,34,Marketing,Marketing Executive,96961,12,No
1548,54,HR,Recruiter,86866,8,No
1549,42,HR,HR Manager,114360,11,No
1550,26,IT,Developer,109464,9,No
1551,28,Sales,Sales Executive,100199,6,No
1552,27,IT,Developer,111782,1,No
1553,54,Finance,Analyst,117858,11,Yes
1554,50,HR,HR Manager,80617,13,No
1555,29,Marketing,Marketing Executive,64457,3,Yes
1556,37,Finance,Finance Manager,75771,15,No
1557,50,Operations,Operations Manager,68409,9,Yes
1558,42,Sales,Sales Executive,119152,14,No
1559,31,Marketing,Marketing Manager,111238,8,No
1560,54,Operations,Operations Manager,65169,6,No
1561,22,Operations,Operations Manager,91772,0,No
1562,52,Sales,Sales Manager,68383,12,Yes
1563,34,Sales,Sales Manager,38077,10,No
1564,52,IT,Developer,113536,14,No
1565,26,Marketing,Marketing Executive,36853,13,Yes
1566,23,IT,Developer,33203,3,No
1567,30,Sales,Sales Executive,71941,6,No
1568,31,HR,HR Manager,77965,5,Yes
1569,23,HR,Recruiter,55705,15,No
1570,34,Marketing,Marketing Manager,119614,4,No
1571,26,HR,Recruiter,49569,2,No
1572,41,IT,IT Manager,40131,4,No
1573,55,HR,Recruiter,117193,13,No
1574,25,IT,IT Manager,37612,12,No
1575,38,Finance,Finance Manager,48706,12,No
1576,50,Operations,Operations Executive,50431,13,No
1577,47,IT,IT Manager,100199,5,No
1578,44,HR,Recruiter,108894,12,No
1579,30,HR,Recruiter,38859,12,No
1580,42,Marketing,Marketing Executive,48847,5,No
1581,23,IT,Developer,43541,15,No
1582,22,HR,Recruiter,97560,9,No
1583,31,IT,Data Analyst,37086,10,No
1584,38,Finance,Analyst,98047,2,No
1585,24,Marketing,Marketing Executive,84545,3,No
1586,52,HR,HR Manager,56425,7,Yes
1587,46,HR,Recruiter,74990,12,Yes
1588,52,Finance,Finance Manager,30002,2,No
1589,38,Operations,Operations Executive,101309,2,No
1590,33,Operations,Operations Executive,70612,15,Yes
1591,32,IT,Developer,36791,3,No
1592,51,Operations,Operations Executive,39967,10,Yes
1593,25,Finance,Finance Manager,118714,12,No
1594,30,Finance,Finance Manager,79228,15,No
1595,34,Operations,Operations Manager,111371,9,Yes
1596,34,IT,Developer,41340,9,No
1597,43,HR,Recruiter,94204,9,No
1598,41,Operations,Operations Executive,37310,15,No
1599,34,Operations,Operations Manager,106733,10,No
1600,53,HR,HR Manager,71002,7,Yes
1601,41,Marketing,Marketing Manager,69994,4,No
1602,54,Operations,Operations Executive,48205,10,No
1603,49,HR,HR Manager,105542,13,No
1604,36,Marketing,Marketing Manager,117310,3,Yes
1605,32,Operations,Operations Manager,118220,14,No
1606,45,Finance,Finance Manager,76930,1,No
1607,46,Sales,Sales Manager,109944,1,No
1608,46,Marketing,Marketing Executive,35295,12,No
1609,24,Sales,Sales Manager,51605,5,No
1610,39,HR,HR Manager,102258,9,No
1611,48,Sales,Sales Executive,64416,4,No
1612,50,Sales,Sales Manager,67134,2,No
1613,41,Finance,Finance Manager,60628,2,Yes
1614,47,Sales,Sales Executive,119110,6,Yes
1615,49,Sales,Sales Executive,41162,2,No
1616,22,Sales,Sales Manager,74433,14,No
1617,36,Marketing,Marketing Manager,45659,13,No
1618,31,Finance,Analyst,31379,3,No
1619,32,Marketing,Marketing Manager,87745,13,No
1620,41,Marketing,Marketing Executive,54843,4,No
1621,46,Sales,Sales Manager,103058,3,No
1622,38,Operations,Operations Executive,105591,4,No
1623,44,IT,IT Manager,34725,13,Yes
1624,35,Sales,Sales Manager,46365,0,No
1625,36,Sales,Sales Manager,31195,15,No
1626,23,IT,Data Analyst,32402,6,No
1627,25,Finance,Analyst,30909,14,No
1628,25,Marketing,Marketing Executive,32431,14,No
1629,38,Sales,Sales Manager,61958,15,No
1630,23,Marketing,Marketing Manager,31403,2,Yes
1631,43,IT,IT Manager,39230,9,Yes
1632,49,Finance,Analyst,85872,0,Yes
1633,50,HR,HR Manager,119297,14,No
1634,33,Sales,Sales Manager,88420,13,No
1635,41,HR,Recruiter,51534,6,Yes
1636,49,HR,Recruiter,67412,6,Yes
1637,42,IT,IT Manager,107924,7,No
1638,49,Sales,Sales Executive,111686,14,No
1639,45,Finance,Finance Manager,43746,9,Yes
1640,43,Sales,Sales Manager,57632,8,No
1641,28,IT,Data Analyst,32801,9,No
1642,44,Operations,Operations Executive,85381,9,No
1643,52,Marketing,Marketing Executive,101494,8,Yes
1644,54,IT,IT Manager,90180,15,No
1645,36,HR,Recruiter,47157,13,No
1646,40,Sales,Sales Manager,100880,11,No
1647,36,Operations,Operations Manager,57213,2,No
1648,30,Operations,Operations Manager,53396,3,No
1649,49,HR,Recruiter,41254,2,No
1650,27,IT,Developer,64381,11,No
1651,33,Marketing,Marketing Executive,88418,2,No
1652,45,HR,HR Manager,85833,12,No
1653,50,HR,Recruiter,84544,3,No
1654,50,Marketing,Marketing Executive,81529,8,No
1655,46,HR,HR Manager,85728,5,No
1656,46,IT,IT Manager,70081,5,No
1657,25,IT,IT Manager,59480,4,No
1658,40,Operations,Operations Manager,91358,9,No
1659,40,Operations,Operations Manager,100429,4,No
1660,45,IT,IT Manager,60177,8,No
1661,27,Marketing,Marketing Manager,112600,3,Yes
1662,38,Marketing,Marketing Executive,75382,10,No
1663,32,Operations,Operations Executive,101035,12,No
1664,50,Finance,Finance Manager,77176,9,Yes
1665,39,Operations,Operations Manager,40447,0,No
1666,30,Finance,Finance Manager,49642,14,No
1667,35,Sales,Sales Executive,55017,8,No
1668,28,Operations,Operations Manager,37523,1,No
1669,51,Marketing,Marketing Manager,52694,14,No
1670,25,Sales,Sales Manager,39372,8,No
1671,43,HR,Recruiter,50874,9,No
1672,47,Sales,Sales Manager,54815,4,No
1673,27,IT,IT Manager,91824,5,No
1674,52,Operations,Operations Manager,43092,14,Yes
1675,26,Finance,Finance Manager,108627,15,No
1676,31,HR,Recruiter,67361,0,No
1677,22,Finance,Analyst,87920,14,No
1678,34,Sales,Sales Manager,64600,13,No
1679,22,Sales,Sales Executive,101947,4,No
1680,22,Operations,Operations Executive,90184,0,Yes
1681,40,HR,HR Manager,75371,10,No
1682,38,HR,HR Manager,109803,13,No
1683,33,Sales,Sales Executive,117483,3,No
1684,25,IT,Developer,112896,1,Yes
1685,54,HR,HR Manager,52666,6,Yes
1686,37,Marketing,Marketing Manager,108561,0,No
1687,33,Sales,Sales Manager,85184,13,No
1688,51,Marketing,Marketing Executive,40778,5,Yes
1689,48,HR,HR Manager,105787,13,No
1690,42,Sales,Sales Executive,109305,15,Yes
1691,46,IT,IT Manager,103374,10,No
1692,38,Finance,Finance Manager,42780,10,No
1693,43,Sales,Sales Manager,64346,15,No
1694,25,Marketing,Marketing Manager,31359,15,No
1695,40,Sales,Sales Manager,50601,0,No
1696,49,Operations,Operations Executive,114416,11,No
1697,38,Marketing,Marketing Manager,118743,5,Yes
1698,32,Sales,Sales Executive,108287,15,No
1699,29,HR,Recruiter,68314,13,No
1700,45,Sales,Sales Executive,50125,3,No
1701,43,Sales,Sales Executive,68737,12,No
1702,32,HR,Recruiter,109390,0,No
1703,28,IT,Developer,78926,12,Yes
1704,35,Operations,Operations Executive,111371,4,Yes
1705,47,IT,Developer,114101,10,No
1706,52,HR,HR Manager,35899,6,No
1707,24,Operations,Operations Executive,34311,6,Yes
1708,33,HR,Recruiter,32580,2,No
1709,24,HR,HR Manager,95532,0,Yes
1710,36,HR,Recruiter,81012,3,No
1711,25,Marketing,Marketing Manager,108414,0,No
1712,44,HR,HR Manager,32176,2,Yes
1713,22,HR,HR Manager,107442,2,Yes
1714,54,Marketing,Marketing Executive,108947,12,No
1715,35,HR,Recruiter,68897,10,No
1716,42,IT,IT Manager,102936,6,Yes
1717,52,Marketing,Marketing Executive,42500,9,No
1718,45,IT,Data Analyst,107066,8,Yes
1719,22,Finance,Analyst,106860,5,No
1720,35,Sales,Sales Manager,70077,11,No
1721,33,Marketing,Marketing Manager,34150,2,No
1722,50,Sales,Sales Executive,69236,5,No
1723,54,Sales,Sales Manager,53244,3,No
1724,52,HR,HR Manager,83836,2,Yes
1725,49,Finance,Finance Manager,50946,6,No
1726,55,Marketing,Marketing Executive,69159,4,No
1727,28,Marketing,Marketing Manager,79047,14,No
1728,51,Marketing,Marketing Executive,70891,1,Yes
1729,54,Marketing,Marketing Executive,57588,0,Yes
1730,55,Finance,Finance Manager,114932,0,No
1731,47,Operations,Operations Manager,41136,3,No
1732,54,HR,HR Manager,118263,3,No
1733,47,Marketing,Marketing Executive,35206,1,No
1734,33,Finance,Finance Manager,67696,9,No
1735,47,Finance,Analyst,76728,9,No
1736,24,HR,Recruiter,55825,0,No
1737,23,Sales,Sales Executive,112630,15,Yes
1738,43,IT,Developer,93690,0,No
1739,41,Marketing,Marketing Executive,106772,8,No
1740,40,Sales,Sales Manager,48157,3,No
1741,27,HR,HR Manager,98112,11,No
1742,41,Finance,Finance Manager,108210,6,No
1743,29,HR,Recruiter,47118,4,No
1744,25,Sales,Sales Executive,114821,15,No
1745,53,Operations,Operations Executive,57206,0,No
1746,32,Marketing,Marketing Manager,73351,7,Yes
1747,43,Operations,Operations Manager,49937,2,No
1748,31,Operations,Operations Executive,50047,15,No
1749,49,Finance,Analyst,36780,10,No
1750,40,Finance,Analyst,68165,8,No
1751,29,IT,Developer,54783,1,No
1752,33,Sales,Sales Executive,38118,4,No
1753,39,HR,HR Manager,71792,2,No
1754,46,IT,Data Analyst,106281,4,No
1755,52,IT,Data Analyst,84816,14,No
1756,37,Sales,Sales Executive,68735,14,No
1757,46,Operations,Operations Executive,32597,5,No
1758,37,Finance,Analyst,47040,4,No
1759,29,Sales,Sales Executive,56372,11,Yes
1760,43,IT,Developer,39777,7,No
1761,50,Sales,Sales Manager,70794,3,Yes
1762,24,HR,Recruiter,86516,13,No
1763,44,Operations,Operations Manager,113509,9,No
1764,43,Sales,Sales Manager,91142,5,Yes
1765,23,Sales,Sales Manager,88847,7,Yes
1766,34,IT,Data Analyst,113591,10,No
1767,34,Finance,Finance Manager,48526,12,Yes
1768,44,Operations,Operations Executive,49159,14,No
1769,30,Sales,Sales Manager,107061,8,Yes
1770,31,Marketing,Marketing Manager,40532,14,No
1771,29,Marketing,Marketing Executive,75482,1,No
1772,52,HR,Recruiter,98684,0,Yes
1773,28,IT,IT Manager,81939,2,No
1774,51,IT,Developer,63617,10,Yes
1775,22,Finance,Finance Manager,39628,9,No
1776,36,IT,IT Manager,85264,8,No
1777,37,Marketing,Marketing Manager,98771,0,No
1778,35,Sales,Sales Executive,54154,6,No
1779,40,Finance,Analyst,83934,5,No
1780,52,IT,IT Manager,49464,4,No
1781,31,Finance,Finance Manager,112543,14,No
1782,47,IT,Data Analyst,118001,12,No
1783,40,IT,Data Analyst,76336,7,Yes
1784,32,Marketing,Marketing Manager,98304,6,No
1785,43,Finance,Finance Manager,85107,10,Yes
1786,37,HR,Recruiter,40846,5,No
1787,40,HR,HR Manager,116555,7,Yes
1788,47,Finance,Analyst,75278,7,No
1789,23,HR,HR Manager,67656,3,No
1790,22,HR,Recruiter,111144,11,No
1791,49,Sales,Sales Executive,111701,0,No
1792,46,Operations,Operations Manager,44780,1,No
1793,36,Finance,Finance Manager,103391,7,No
1794,28,IT,Developer,55104,1,No
1795,34,IT,Developer,50566,13,No
1796,50,Operations,Operations Executive,55135,4,No
1797,28,HR,HR Manager,118738,12,No
1798,29,HR,Recruiter,71787,14,No
1799,40,Operations,Operations Executive,87645,5,No
1800,40,Marketing,Marketing Executive,115024,3,No
1801,49,IT,Developer,109301,6,No
1802,37,Operations,Operations Executive,50478,7,No
1803,33,HR,HR Manager,48756,4,No
1804,39,Finance,Finance Manager,79306,2,No
1805,39,Sales,Sales Executive,116240,8,No
1806,23,Marketing,Marketing Executive,98960,6,No
1807,53,IT,IT Manager,118593,0,No
1808,51,HR,Recruiter,105851,2,Yes
1809,25,Finance,Analyst,41695,15,Yes
1810,22,Finance,Finance Manager,76978,4,No
1811,35,Sales,Sales Manager,99224,13,No
1812,23,Marketing,Marketing Executive,34023,14,No
1813,37,IT,Data Analyst,58460,3,Yes
1814,28,HR,HR Manager,60990,11,No
1815,23,IT,Developer,63001,15,No
1816,52,Sales,Sales Executive,75647,9,Yes
1817,27,Finance,Analyst,96267,15,Yes
1818,25,HR,Recruiter,44961,7,No
1819,24,Sales,Sales Manager,116928,1,No
1820,43,Marketing,Marketing Manager,53555,8,Yes
1821,32,Operations,Operations Manager,76553,0,No
1822,34,IT,IT Manager,99109,2,Yes
1823,48,IT,Data Analyst,59430,2,No
1824,49,Operations,Operations Executive,115350,12,No
1825,42,Finance,Analyst,66659,2,No
1826,44,IT,IT Manager,38524,14,Yes
1827,45,IT,Developer,54399,8,No
1828,37,Finance,Analyst,50714,7,No
1829,22,IT,IT Manager,63414,0,No
1830,47,Sales,Sales Executive,109702,12,Yes
1831,54,Finance,Finance Manager,52923,14,Yes
1832,38,Finance,Analyst,97619,2,No
1833,54,IT,Developer,87811,13,No
1834,36,Marketing,Marketing Manager,63440,6,Yes
1835,27,Marketing,Marketing Executive,107518,15,Yes
1836,38,HR,Recruiter,30496,7,Yes
1837,31,Operations,Operations Manager,113346,12,No
1838,47,IT,IT Manager,103166,14,Yes
1839,37,IT,Data Analyst,57073,14,No
1840,28,Operations,Operations Executive,43795,12,No
1841,50,Finance,Finance Manager,56411,4,Yes
1842,50,Operations,Operations Manager,102089,2,No
1843,51,IT,Data Analyst,58930,10,Yes
1844,30,Marketing,Marketing Executive,30296,9,No
1845,26,Operations,Operations Executive,65036,2,No
1846,31,Finance,Finance Manager,81468,14,No
1847,29,Marketing,Marketing Manager,113038,8,No
1848,32,Marketing,Marketing Manager,74721,8,No
1849,25,IT,IT Manager,39046,8,No
1850,39,Sales,Sales Manager,60346,12,No
1851,41,Sales,Sales Executive,76060,1,No
1852,35,IT,Data Analyst,116787,0,No
1853,29,IT,Data Analyst,62705,5,No
1854,42,HR,Recruiter,117273,9,No
1855,50,Finance,Finance Manager,96920,3,No
1856,41,HR,HR Manager,38252,12,No
1857,39,Operations,Operations Executive,40482,9,No
1858,42,Sales,Sales Executive,30493,2,No
1859,48,Operations,Operations Manager,112681,1,No
1860,52,IT,Developer,100690,0,No
1861,40,IT,Data Analyst,86344,8,No
1862,34,Finance,Analyst,68725,7,No
1863,49,Sales,Sales Manager,66163,3,No
1864,23,IT,Developer,99050,6,No
1865,44,Sales,Sales Manager,80529,10,No
1866,44,HR,Recruiter,115973,9,No
1867,50,HR,HR Manager,31750,10,Yes
1868,30,Sales,Sales Manager,58451,15,No
1869,37,Operations,Operations Manager,48325,12,No
1870,27,Operations,Operations Executive,102010,7,No
1871,22,Finance,Finance Manager,55395,10,No
1872,46,Finance,Finance Manager,118810,3,No
1873,23,HR,HR Manager,75913,4,No
1874,38,HR,Recruiter,35741,5,No
1875,30,HR,HR Manager,107711,5,No
1876,42,HR,HR Manager,110522,6,No
